ИНН,Короткое название,Статус,Система налогообложения,Дата последней отчетности
2130215561,"ООО ""ДСК ""СУОР""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2130215956,"ООО ""РЕЗОТЕХ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2263030425,"ООО МЗ ""ВЕМА-РА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2209029943,"ТСЖ ""УСПЕХ""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2280004778,"МУП ""РЕСУРС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),,2018.0
2225073146,"ООО ""РАДОК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2225201253,"ООО ""ПОЗИТИВ-А""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2222053984,"ООО ""ТРАФИК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
2225175765,"ООО ""ПК ""ОМЕГАЭНЕРГО""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
2225142135,"ООО ""РЕГИОН АЛЬЯНС ЛИЗИНГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
2222836135,"ООО УЖК ""ЛЕСНОЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2222833984,"ООО ""УК ""КОНТРАСТ""","Юридическое лицо ликвидировано 28 мая 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
2222842308,"ООО ""ЭКСПРЕССОЙЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2204093021,"ООО ""ЗАГОТЗЕРНО ""БИЙСКОЕ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
2318042736,"ООО ""УК ДОМ МАСТЕР""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2311243923,"ООО ""МЕХАНИКА""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
1102073352,"ООО ""СЕВЕРКОМПЛЕКТСЕРВИС""",,,
2356045738,"СПКСК ""УСТЬ-ЛАБИНСКИЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2016.0
2627800874,"ООО ""ЧОП ""РУСЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
2320235936,"ООО ""УК ""СОЧИ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
2320125411,"ООО ""КАТЕРИНА ПЛЮС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2015.0
2320227981,"ООО ""УК ГАРАНТ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2021.0
2320240397,"ООО ""ТЕРИКОН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
2320161963,"ООО ""ИМПЕРИАЛ-ИНВЕСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2320141212,"ООО ""УК""РЭО-10""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2315140090,"ООО ""НОВО-ЛАЙН ПЛЮС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2315128368,"ООО ""МОРПРОЕКТ-ПРЕСТИЖ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2315186842,"ООО ""ЮГ-СТРОЙ-ВС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2315133745,"ООО ""АВАНТИ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2315212242,"ООО ""БЕРЕКЕТ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2315996660,"ООО ""ПРОКАРГО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
2315176315,"ООО ""ЛИТЕР-А""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2315214803,"ООО ""СБС МОНОЛИТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
