number,summa,creditor_inn,debtor_inn,group_summa,Полное название,Вероятность стоп-листа,Объяснение ИИ,Телефоны,Электронные почты,Веб сайты,Название должника,Статус должника,Дата отчетности должника
12618/22/98076-ИП,14903.37,7606052264,7731444999,2632217.82,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""АТЛАС-М""",Действующая компания,2021.0
28068/20/98076-ИП,98586.8,7606052264,7731444999,2632217.82,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""АТЛАС-М""",Действующая компания,2021.0
19887/20/98076-ИП,16541.22,7606052264,7731444999,2632217.82,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""АТЛАС-М""",Действующая компания,2021.0
14006/20/98076-ИП,16432.82,7606052264,7731444999,2632217.82,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""АТЛАС-М""",Действующая компания,2021.0
225207/23/76001-ИП,153475.6,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
225218/23/76001-ИП,459391.8,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
225232/23/76001-ИП,169235.42,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
225328/23/76001-ИП,115842.1,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
235720/23/76001-ИП,27870.76,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
233717/23/76001-ИП,124664.47,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
229232/23/76001-ИП,194558.98,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
233720/23/76001-ИП,172362.3,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
217150/24/76001-ИП,55858.0,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
8329/24/76001-ИП,80346.73,7606052264,7602136812,5202249.749999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ООО ""КТС""",Действующая компания,2021.0
211677/24/76017-ИП,27597.99,7606052264,7622013738,3026543.8600000003,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ДНТ ""ПЕРЕСЛАВСКАЯ БЛАГОДАТЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2022.0
211678/24/76017-ИП,64589.6,7606052264,7622013738,3026543.8600000003,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ДНТ ""ПЕРЕСЛАВСКАЯ БЛАГОДАТЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2022.0
211679/24/76017-ИП,202441.75,7606052264,7622013738,3026543.8600000003,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ДНТ ""ПЕРЕСЛАВСКАЯ БЛАГОДАТЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2022.0
211681/24/76017-ИП,373540.95,7606052264,7622013738,3026543.8600000003,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ДНТ ""ПЕРЕСЛАВСКАЯ БЛАГОДАТЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2022.0
211684/24/76017-ИП,754207.25,7606052264,7622013738,3026543.8600000003,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ДНТ ""ПЕРЕСЛАВСКАЯ БЛАГОДАТЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2022.0
211687/24/76017-ИП,557176.05,7606052264,7622013738,3026543.8600000003,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",40,"Госзакупки >30 млрд (10%), выручка <45 млрд (0%), нет санкций (0%), частная собственность (0%), деятельность не из стоп-листа (0%).","['+7 485 222-21-71', '+7 485 259-07-52', '+7 485 278-19-09']","['engsbyt@yar.tns-e.ru', 'engsbyt@yar.tns.ru', 'ryou@yar.tns-e.ru']","[{'name': 'yar.tns-e.ru/population', 'url': 'http://yar.tns-e.ru/population'}, {'name': 'yrsk.ru', 'url': 'http://yrsk.ru'}]","ДНТ ""ПЕРЕСЛАВСКАЯ БЛАГОДАТЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2022.0
4475/21/98076-ИП,1556067.4,7604049153,7731444999,9608633.87,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ ЯРОСЛАВЛЬ """,10,Учредитель из стоп-листа (Газпром).,"['+7 485 279-78-78', '+7 485 279-78-94', '+7 495 279-78-78']","['f0613@rgk76.ru', 'mail@rgk76.ru', 'dl07601@rgk76.ru']",[],"ООО ""АТЛАС-М""",Действующая компания,2021.0
